    COMPOSITE TABLE:
cl::SReg   cl::Sulf    cl::Mtyp    cl::Rank    cl::DReg    cl::SubSec  cl::Trate1
    2APR       1A          1S          1B          05GF        X1            999.99
    2APR       1A          1S          1B          06OH        X1            999.99
    2APR       1A          1S          1B          07EN        X1            999.99
    2APR       1A          1S          1B          08KT        X1            999.99
    2APR       1A          1S          1B          09AM        X1            999.99
    2APR       1A          1S          1B          10C1        X1            999.99
    2APR       1A          1S          1B          11C2        X1            999.99
    2APR       1A          1S          1B          12WS        X1            999.99
    2APR       1A          1S          1B          13MT        X1            999.99
    2APR       1A          1S          1B          14CU        X1            999.99
    2APR       1A          1S          1B          15ZN        X1            999.99
    2APR       1A          1S          1B          16PC        X1            999.99
    3INR       1A          1S          1B          01NE        X1            999.99
    3INR       1A          1S          1B          02YP        X1            999.99
    3INR       1A          1S          1B          03S1        X1            999.99
    3INR       1A          1S          1B          04S2        X1            999.99
    3INR       1A          1S          1B          05GF        X1            999.99
    3INR       1A          1S          1B          06OH        X1            999.99
    3INR       1A          1S          1B          07EN        X1            999.99
    3INR       1A          1S          1B          08KT        X1            999.99
    3INR       1A          1S          1B          09AM        X1            999.99
    3INR       1A          1S          1B          10C1        X1            999.99
    3INR       1A          1S          1B          11C2        X1            999.99
    3INR       1A          1S          1B          12WS        X1            999.99
    3INR       1A          1S          1B          13MT        X1            999.99
    3INR       1A          1S          1B          14CU        X1            999.99
    3INR       1A          1S          1B          15ZN        X1            999.99
    3INR       1A          1S          1B          16PC        X1            999.99
    4LGN       1A          1S          3L          01NE        X1            999.99
    4LGN       1A          1S          3L          02YP        X1            999.99
    4LGN       1A          1S          3L          03S1        X1            999.99
    4LGN       1A          1S          3L          04S2        X1            999.99
    4LGN       1A          1S          3L          05GF        X1            999.99
    4LGN       1A          1S          3L          06OH        X1            999.99
    4LGN       1A          1S          3L          07EN        X1            999.99
    4LGN       1A          1S          3L          08KT        X1            999.99
    4LGN       1A          1S          3L          09AM        X1            999.99
    4LGN       1A          1S          3L          10C1        X1            999.99
    4LGN       1A          1S          3L          11C2        X1            999.99
    4LGN       1A          1S          3L          12WS        X1            999.99
    4LGN       1A          1S          3L          13MT        X1            999.99
    4LGN       1A          1S          3L          14CU        X1            999.99
    4LGN       1A          1S          3L          15ZN        X1            999.99
    4LGN       1A          1S          3L          16PC        X1            999.99
    5PRB       1A          1S          2S          01NE        X1            999.99
    5PRB       1A          1S          2S          02YP        X1            999.99
    5PRB       1A          1S          2S          03S1        X1            999.99
    5PRB       1A          1S          2S          04S2        X1            999.99
    5PRB       1A          1S          2S          05GF        X1            999.99
    5PRB       1A          1S          2S          06OH        X1            999.99
    5PRB       1A          1S          2S          07EN        X1            999.99
    5PRB       1A          1S          2S          08KT        X1            999.99
    5PRB       1A          1S          2S          09AM        X1            999.99
    5PRB       1A          1S          2S          10C1        X1            999.99
    5PRB       1A          1S          2S          11C2        X1            999.99
    5PRB       1A          1S          2S          12WS        X1            999.99
    5PRB       1A          1S          2S          13MT        X1            999.99
    5PRB       1A          1S          2S          14CU        X1            999.99
    5PRB       1A          1S          2S          15ZN        X1            999.99
    5PRB       1A          1S          2S          16PC        X1            999.99
    6WSR       1A          1S          1B          01NE        X1            999.99
    6WSR       1A          1S          1B          02YP        X1            999.99
    6WSR       1A          1S          1B          03S1        X1            999.99
    6WSR       1A          1S          1B          04S2        X1            999.99
    6WSR       1A          1S          1B          05GF        X1            999.99
    6WSR       1A          1S          1B          06OH        X1            999.99
    6WSR       1A          1S          1B          07EN        X1            999.99
    6WSR       1A          1S          1B          08KT        X1            999.99
    6WSR       1A          1S          1B          09AM        X1            999.99
    6WSR       1A          1S          1B          10C1        X1            999.99
    6WSR       1A          1S          1B          11C2        X1            999.99
    6WSR       1A          1S          1B          12WS        X1            999.99
    6WSR       1A          1S          1B          13MT        X1            999.99
    6WSR       1A          1S          1B          14CU        X1            999.99
    6WSR       1A          1S          1B          15ZN        X1            999.99
    6WSR       1A          1S          1B          16PC        X1            999.99
    6WSR       1A          1S          2S          01NE        X1            999.99
    6WSR       1A          1S          2S          02YP        X1            999.99
    6WSR       1A          1S          2S          03S1        X1            999.99
    6WSR       1A          1S          2S          04S2        X1            999.99
    6WSR       1A          1S          2S          05GF        X1            999.99
    6WSR       1A          1S          2S          06OH        X1            999.99
    6WSR       1A          1S          2S          07EN        X1            999.99
    6WSR       1A          1S          2S          08KT        X1            999.99
    6WSR       1A          1S          2S          09AM        X1            999.99
    6WSR       1A          1S          2S          10C1        X1            999.99
    6WSR       1A          1S          2S          11C2        X1            999.99
    6WSR       1A          1S          2S          12WS        X1            999.99
    6WSR       1A          1S          2S          13MT        X1            999.99
    6WSR       1A          1S          2S          14CU        X1            999.99
    6WSR       1A          1S          2S          15ZN        X1            999.99
    6WSR       1A          1S          2S          16PC        X1            999.99
    1APN       1A          2D          1B          01NE        X1            999.99
    1APN       1A          2D          1B          02YP        X1            999.99
    1APN       1A          2D          1B          03S1        X1            999.99
    1APN       1A          2D          1B          04S2        X1            999.99
    1APN       1A          2D          1B          05GF        X1            999.99
    1APN       1A          2D          1B          06OH        X1            999.99
    1APN       1A          2D          1B          07EN        X1            999.99
    1APN       1A          2D          1B          08KT        X1            999.99
    1APN       1A          2D          1B          09AM        X1            999.99
    1APN       1A          2D          1B          10C1        X1            999.99
    1APN       1A          2D          1B          11C2        X1            999.99
    1APN       1A          2D          1B          12WS        X1            999.99
    1APN       1A          2D          1B          13MT        X1            999.99
    1APN       1A          2D          1B          14CU        X1            999.99
    1APN       1A          2D          1B          15ZN        X1            999.99
    1APN       1A          2D          1B          16PC        X1            999.99
    2APR       1A          2D          1B          01NE        X1            999.99
    2APR       1A          2D          1B          02YP        X1            999.99
    2APR       1A          2D          1B          03S1        X1            999.99
    2APR       1A          2D          1B          04S2        X1            999.99
    2APR       1A          2D          1B          05GF        X1            999.99
    2APR       1A          2D          1B          06OH        X1            999.99
    2APR       1A          2D          1B          07EN        X1            999.99
    2APR       1A          2D          1B          08KT        X1            999.99
    2APR       1A          2D          1B          09AM        X1            999.99
    2APR       1A          2D          1B          10C1        X1            999.99
    2APR       1A          2D          1B          11C2        X1            999.99
    2APR       1A          2D          1B          12WS        X1            999.99
    2APR       1A          2D          1B          13MT        X1            999.99
    2APR       1A          2D          1B          14CU        X1            999.99
    2APR       1A          2D          1B          15ZN        X1            999.99
    2APR       1A          2D          1B          16PC        X1            999.99
    3INR       1A          2D          1B          01NE        X1            999.99
    3INR       1A          2D          1B          02YP        X1            999.99
    3INR       1A          2D          1B          03S1        X1            999.99
    3INR       1A          2D          1B          04S2        X1            999.99
    3INR       1A          2D          1B          05GF        X1            999.99
    3INR       1A          2D          1B          07EN        X1            999.99
    3INR       1A          2D          1B          08KT        X1            999.99
    3INR       1A          2D          1B          09AM        X1            999.99
    3INR       1A          2D          1B          10C1        X1            999.99
    3INR       1A          2D          1B          11C2        X1            999.99
    3INR       1A          2D          1B          12WS        X1            999.99
    3INR       1A          2D          1B          13MT        X1            999.99
    3INR       1A          2D          1B          14CU        X1            999.99
    3INR       1A          2D          1B          15ZN        X1            999.99
    3INR       1A          2D          1B          16PC        X1            999.99
    1APN       1A          2D          4P          01NE        X1            999.99
    1APN       1A          2D          4P          02YP        X1            999.99
    1APN       1A          2D          4P          03S1        X1             20.53
    1APN       1A          2D          4P          04S2        X1            999.99
    1APN       1A          2D          4P          05GF        X1            999.99
    3INR       1A          2D          1B          06OH        X1            999.99
    1APN       1A          2D          4P          07EN        X1            999.99
    1APN       1A          2D          4P          08KT        X1            999.99
    1APN       1A          2D          4P          09AM        X1            999.99
    1APN       1A          2D          4P          10C1        X1            999.99
    1APN       1A          2D          4P          11C2        X1            999.99
    1APN       1A          2D          4P          12WS        X1            999.99
    1APN       1A          2D          4P          13MT        X1            999.99
    1APN       1A          2D          4P          14CU        X1            999.99
    1APN       1A          2D          4P          15ZN        X1            999.99
    1APN       1A          2D          4P          16PC        X1            999.99
    2APR       1A          2D          4P          01NE        X1            999.99
    2APR       1A          2D          4P          02YP        X1            999.99
    2APR       1A          2D          4P          03S1        X1             22.69
    2APR       1A          2D          4P          04S2        X1             12.49
    2APR       1A          2D          4P          05GF        X1            999.99
    2APR       1A          2D          4P          06OH        X1             29.81
    2APR       1A          2D          4P          07EN        X1             31.30
    2APR       1A          2D          4P          08KT        X1            999.99
    2APR       1A          2D          4P          09AM        X1             11.65
    2APR       1A          2D          4P          10C1        X1            999.99
    2APR       1A          2D          4P          11C2        X1            999.99
    2APR       1A          2D          4P          12WS        X1             34.28
    2APR       1A          2D          4P          13MT        X1            999.99
    2APR       1A          2D          4P          14CU        X1            999.99
    2APR       1A          2D          4P          15ZN        X1            999.99
    2APR       1A          2D          4P          16PC        X1            999.99
    1APN       1A          1S          1B          01NE        X2            999.99
    1APN       1A          1S          1B          02YP        X2            999.99
    1APN       1A          1S          1B          03S1        X2            999.99
    1APN       1A          1S          1B          04S2        X2            999.99
    1APN       1A          1S          1B          05GF        X2            999.99
    1APN       1A          1S          1B          06OH        X2            999.99
    1APN       1A          1S          1B          07EN        X2            999.99
    1APN       1A          1S          1B          08KT        X2            999.99
    1APN       1A          1S          1B          09AM        X2            999.99
    1APN       1A          1S          1B          10C1        X2            999.99
    1APN       1A          1S          1B          11C2        X2            999.99
    1APN       1A          1S          1B          12WS        X2            999.99
    1APN       1A          1S          1B          13MT        X2            999.99
    1APN       1A          1S          1B          14CU        X2            999.99
    1APN       1A          1S          1B          15ZN        X2            999.99
    1APN       1A          1S          1B          16PC        X2            999.99
    1APN       1A          1S          5G          01NE        X2            999.99
    1APN       1A          1S          5G          02YP        X2            999.99
    1APN       1A          1S          5G          03S1        X2            999.99
    1APN       1A          1S          5G          04S2        X2            999.99
    1APN       1A          1S          5G          05GF        X2            999.99
    1APN       1A          1S          5G          06OH        X2            999.99
    1APN       1A          1S          5G          07EN        X2            999.99
    1APN       1A          1S          5G          08KT        X2            999.99
    1APN       1A          1S          5G          09AM        X2            999.99
    1APN       1A          1S          5G          10C1        X2            999.99
    1APN       1A          1S          5G          11C2        X2            999.99
    1APN       1A          1S          5G          12WS        X2            999.99
    1APN       1A          1S          5G          13MT        X2            999.99
    1APN       1A          1S          5G          14CU        X2            999.99
    1APN       1A          1S          5G          15ZN        X2            999.99
    1APN       1A          1S          5G          16PC        X2            999.99
    2APR       1A          1S          1B          01NE        X2            999.99
    2APR       1A          1S          1B          02YP        X2            999.99
    2APR       1A          1S          1B          03S1        X2            999.99
    2APR       1A          1S          1B          04S2        X2            999.99
    2APR       1A          1S          1B          05GF        X2            999.99
    2APR       1A          1S          1B          06OH        X2            999.99
    2APR       1A          1S          1B          07EN        X2            999.99
    2APR       1A          1S          1B          08KT        X2            999.99
    2APR       1A          1S          1B          09AM        X2            999.99
    2APR       1A          1S          1B          10C1        X2            999.99
    2APR       1A          1S          1B          11C2        X2            999.99
    2APR       1A          1S          1B          12WS        X2            999.99
    2APR       1A          1S          1B          13MT        X2            999.99
    2APR       1A          1S          1B          14CU        X2            999.99
    2APR       1A          1S          1B          15ZN        X2            999.99
    2APR       1A          1S          1B          16PC        X2            999.99
    3INR       1A          1S          1B          01NE        X2            999.99
    3INR       1A          1S          1B          02YP        X2            999.99
    3INR       1A          1S          1B          03S1        X2            999.99
    3INR       1A          1S          1B          04S2        X2            999.99
    3INR       1A          1S          1B          05GF        X2            999.99
    3INR       1A          1S          1B          06OH        X2            999.99
    3INR       1A          1S          1B          07EN        X2            999.99
    3INR       1A          1S          1B          08KT        X2            999.99
    3INR       1A          1S          1B          09AM        X2            999.99
    3INR       1A          1S          1B          10C1        X2            999.99
    3INR       1A          1S          1B          11C2        X2            999.99
    3INR       1A          1S          1B          12WS        X2            999.99
    3INR       1A          1S          1B          13MT        X2            999.99
    3INR       1A          1S          1B          14CU        X2            999.99
    3INR       1A          1S          1B          15ZN        X2            999.99
    3INR       1A          1S          1B          16PC        X2            999.99
    4LGN       1A          1S          3L          01NE        X2            999.99
    4LGN       1A          1S          3L          02YP        X2            999.99
    4LGN       1A          1S          3L          03S1        X2            999.99
    4LGN       1A          1S          3L          04S2        X2            999.99
    4LGN       1A          1S          3L          05GF        X2            999.99
    4LGN       1A          1S          3L          06OH        X2            999.99
    4LGN       1A          1S          3L          07EN        X2            999.99
    4LGN       1A          1S          3L          08KT        X2            999.99
    4LGN       1A          1S          3L          09AM        X2            999.99
    4LGN       1A          1S          3L          10C1        X2            999.99
    4LGN       1A          1S          3L          11C2        X2            999.99
    4LGN       1A          1S          3L          12WS        X2            999.99
    4LGN       1A          1S          3L          13MT        X2            999.99
    4LGN       1A          1S          3L          14CU        X2            999.99
    4LGN       1A          1S          3L          15ZN        X2            999.99
    4LGN       1A          1S          3L          16PC        X2            999.99
    5PRB       1A          1S          2S          01NE        X2            999.99
    5PRB       1A          1S          2S          02YP        X2            999.99
    5PRB       1A          1S          2S          03S1        X2            999.99
    5PRB       1A          1S          2S          04S2        X2            999.99
    5PRB       1A          1S          2S          05GF        X2            999.99
    5PRB       1A          1S          2S          06OH        X2            999.99
    5PRB       1A          1S          2S          07EN        X2            999.99
    5PRB       1A          1S          2S          08KT        X2            999.99
    5PRB       1A          1S          2S          09AM        X2            999.99
    5PRB       1A          1S          2S          10C1        X2            999.99
    5PRB       1A          1S          2S          11C2        X2            999.99
    5PRB       1A          1S          2S          12WS        X2            999.99
    5PRB       1A          1S          2S          13MT        X2            999.99
    5PRB       1A          1S          2S          14CU        X2            999.99
    5PRB       1A          1S          2S          15ZN        X2            999.99
    5PRB       1A          1S          2S          16PC        X2            999.99
    6WSR       1A          1S          1B          01NE        X2            999.99
    6WSR       1A          1S          1B          02YP        X2            999.99
    6WSR       1A          1S          1B          03S1        X2            999.99
    6WSR       1A          1S          1B          04S2        X2            999.99
    6WSR       1A          1S          1B          05GF        X2            999.99
    6WSR       1A          1S          1B          06OH        X2            999.99
    6WSR       1A          1S          1B          07EN        X2            999.99
    6WSR       1A          1S          1B          08KT        X2            999.99
    6WSR       1A          1S          1B          09AM        X2            999.99
    6WSR       1A          1S          1B          10C1        X2            999.99
    6WSR       1A          1S          1B          11C2        X2            999.99
    6WSR       1A          1S          1B          12WS        X2            999.99
    6WSR       1A          1S          1B          13MT        X2            999.99
    6WSR       1A          1S          1B          14CU        X2            999.99
    6WSR       1A          1S          1B          15ZN        X2            999.99
    6WSR       1A          1S          1B          16PC        X2            999.99
    6WSR       1A          1S          2S          01NE        X2            999.99
    6WSR       1A          1S          2S          02YP        X2            999.99
    6WSR       1A          1S          2S          03S1        X2            999.99
    6WSR       1A          1S          2S          04S2        X2            999.99
    6WSR       1A          1S          2S          05GF        X2            999.99
    6WSR       1A          1S          2S          06OH        X2            999.99
    6WSR       1A          1S          2S          07EN        X2            999.99
    6WSR       1A          1S          2S          08KT        X2            999.99
    6WSR       1A          1S          2S          09AM        X2            999.99
    6WSR       1A          1S          2S          10C1        X2            999.99
    6WSR       1A          1S          2S          11C2        X2            999.99
    6WSR       1A          1S          2S          12WS        X2            999.99
    6WSR       1A          1S          2S          13MT        X2            999.99
    6WSR       1A          1S          2S          14CU        X2            999.99
    6WSR       1A          1S          2S          15ZN        X2            999.99
    6WSR       1A          1S          2S          16PC        X2            999.99
    1APN       1A          2D          1B          01NE        X2            999.99
    1APN       1A          2D          1B          02YP        X2            999.99
    1APN       1A          2D          1B          03S1        X2            999.99
    1APN       1A          2D          1B          04S2        X2            999.99
    1APN       1A          2D          1B          05GF        X2            999.99
    1APN       1A          2D          1B          06OH        X2            999.99
    1APN       1A          2D          1B          07EN        X2            999.99
    1APN       1A          2D          1B          08KT        X2            999.99
    1APN       1A          2D          1B          09AM        X2            999.99
    1APN       1A          2D          1B          10C1        X2            999.99
    1APN       1A          2D          1B          11C2        X2            999.99
    1APN       1A          2D          1B          12WS        X2            999.99
    1APN       1A          2D          1B          13MT        X2            999.99
    1APN       1A          2D          1B          14CU        X2            999.99
    1APN       1A          2D          1B          15ZN        X2            999.99
    1APN       1A          2D          1B          16PC        X2            999.99
    2APR       1A          2D          1B          01NE        X2            999.99
    2APR       1A          2D          1B          02YP        X2            999.99
    2APR       1A          2D          1B          03S1        X2            999.99
    2APR       1A          2D          1B          04S2        X2            999.99
    2APR       1A          2D          1B          05GF        X2            999.99
    2APR       1A          2D          1B          06OH        X2            999.99
    2APR       1A          2D          1B          07EN        X2            999.99
    2APR       1A          2D          1B          08KT        X2            999.99
    2APR       1A          2D          1B          09AM        X2            999.99
    2APR       1A          2D          1B          10C1        X2            999.99
    2APR       1A          2D          1B          11C2        X2            999.99
    2APR       1A          2D          1B          12WS        X2            999.99
    2APR       1A          2D          1B          13MT        X2            999.99
    2APR       1A          2D          1B          14CU        X2            999.99
    2APR       1A          2D          1B          15ZN        X2            999.99
    2APR       1A          2D          1B          16PC        X2            999.99
    3INR       1A          2D          1B          01NE        X2            999.99
    3INR       1A          2D          1B          02YP        X2            999.99
    3INR       1A          2D          1B          03S1        X2            999.99
    3INR       1A          2D          1B          04S2        X2            999.99
    3INR       1A          2D          1B          05GF        X2            999.99
    3INR       1A          2D          1B          07EN        X2            999.99
    3INR       1A          2D          1B          08KT        X2            999.99
    3INR       1A          2D          1B          09AM        X2            999.99
    3INR       1A          2D          1B          10C1        X2            999.99
    3INR       1A          2D          1B          11C2        X2            999.99
    3INR       1A          2D          1B          12WS        X2            999.99
    3INR       1A          2D          1B          13MT        X2            999.99
    3INR       1A          2D          1B          14CU        X2            999.99
    3INR       1A          2D          1B          15ZN        X2            999.99
    3INR       1A          2D          1B          16PC        X2            999.99
    1APN       1A          2D          4P          01NE        X2            999.99
    1APN       1A          2D          4P          02YP        X2             40.39
    1APN       1A          2D          4P          03S1        X2            999.99
    1APN       1A          2D          4P          04S2        X2            999.99
    1APN       1A          2D          4P          05GF        X2            999.99
    1APN       1A          2D          4P          06OH        X2            999.99
    1APN       1A          2D          4P          07EN        X2            999.99
    1APN       1A          2D          4P          08KT        X2            999.99
    1APN       1A          2D          4P          09AM        X2            999.99
    1APN       1A          2D          4P          10C1        X2            999.99
    1APN       1A          2D          4P          11C2        X2            999.99
    1APN       1A          2D          4P          12WS        X2            999.99
    1APN       1A          2D          4P          13MT        X2            999.99
    1APN       1A          2D          4P          14CU        X2            999.99
    1APN       1A          2D          4P          15ZN        X2            999.99
    1APN       1A          2D          4P          16PC        X2            999.99
    2APR       1A          2D          4P          01NE        X2            999.99
    2APR       1A          2D          4P          02YP        X2            999.99
    2APR       1A          2D          4P          03S1        X2            999.99
    2APR       1A          2D          4P          04S2        X2             12.49
    2APR       1A          2D          4P          05GF        X2            999.99
    2APR       1A          2D          4P          06OH        X2             29.81
    2APR       1A          2D          4P          07EN        X2            999.99
    2APR       1A          2D          4P          08KT        X2            999.99
    2APR       1A          2D          4P          09AM        X2             11.65
    2APR       1A          2D          4P          10C1        X2            999.99
    2APR       1A          2D          4P          11C2        X2            999.99
    2APR       1A          2D          4P          12WS        X2             18.00
    2APR       1A          2D          4P          13MT        X2            999.99
    2APR       1A          2D          4P          14CU        X2            999.99
    2APR       1A          2D          4P          15ZN        X2            999.99
    2APR       1A          2D          4P          16PC        X2            999.99
    1APN       1A          1S          1B          01NE        X3            999.99
    1APN       1A          1S          1B          02YP        X3            999.99
    1APN       1A          1S          1B          03S1        X3            999.99
    1APN       1A          1S          1B          04S2        X3            999.99
    1APN       1A          1S          1B          05GF        X3            999.99
    1APN       1A          1S          1B          06OH        X3            999.99
    1APN       1A          1S          1B          07EN        X3            999.99
    1APN       1A          1S          1B          08KT        X3            999.99
    1APN       1A          1S          1B          09AM        X3            999.99
    1APN       1A          1S          1B          10C1        X3            999.99
    1APN       1A          1S          1B          11C2        X3            999.99
    1APN       1A          1S          1B          12WS        X3            999.99
    1APN       1A          1S          1B          13MT        X3            999.99
    1APN       1A          1S          1B          14CU        X3            999.99
    1APN       1A          1S          1B          15ZN        X3            999.99
    1APN       1A          1S          1B          16PC        X3            999.99
    1APN       1A          1S          5G          01NE        X3            999.99
    1APN       1A          1S          5G          02YP        X3            999.99
    1APN       1A          1S          5G          03S1        X3            999.99
    1APN       1A          1S          5G          04S2        X3            999.99
    1APN       1A          1S          5G          05GF        X3            999.99
    1APN       1A          1S          5G          06OH        X3            999.99
    1APN       1A          1S          5G          07EN        X3            999.99
    1APN       1A          1S          5G          08KT        X3            999.99
    1APN       1A          1S          5G          09AM        X3            999.99
    1APN       1A          1S          5G          10C1        X3            999.99
    1APN       1A          1S          5G          11C2        X3            999.99
    1APN       1A          1S          5G          12WS        X3            999.99
    1APN       1A          1S          5G          13MT        X3            999.99
    1APN       1A          1S          5G          14CU        X3            999.99
    1APN       1A          1S          5G          15ZN        X3            999.99
    1APN       1A          1S          5G          16PC        X3            999.99
    2APR       1A          1S          1B          01NE        X3            999.99
    2APR       1A          1S          1B          02YP        X3            999.99
    2APR       1A          1S          1B          03S1        X3            999.99
    2APR       1A          1S          1B          04S2        X3            999.99
    2APR       1A          1S          1B          05GF        X3            999.99
    2APR       1A          1S          1B          06OH        X3            999.99
    2APR       1A          1S          1B          07EN        X3            999.99
    2APR       1A          1S          1B          08KT        X3            999.99
    2APR       1A          1S          1B          09AM        X3            999.99
    2APR       1A          1S          1B          10C1        X3            999.99
    2APR       1A          1S          1B          11C2        X3            999.99
    2APR       1A          1S          1B          12WS        X3            999.99
    2APR       1A          1S          1B          13MT        X3            999.99
    2APR       1A          1S          1B          14CU        X3            999.99
    2APR       1A          1S          1B          15ZN        X3            999.99
    2APR       1A          1S          1B          16PC        X3            999.99
    3INR       1A          1S          1B          01NE        X3            999.99
    3INR       1A          1S          1B          02YP        X3            999.99
    3INR       1A          1S          1B          03S1        X3            999.99
    3INR       1A          1S          1B          04S2        X3            999.99
    3INR       1A          1S          1B          05GF        X3            999.99
    3INR       1A          1S          1B          06OH        X3            999.99
    3INR       1A          1S          1B          07EN        X3            999.99
    3INR       1A          1S          1B          08KT        X3            999.99
    3INR       1A          1S          1B          09AM        X3            999.99
    3INR       1A          1S          1B          10C1        X3            999.99
    3INR       1A          1S          1B          11C2        X3            999.99
    3INR       1A          1S          1B          12WS        X3            999.99
    3INR       1A          1S          1B          13MT        X3            999.99
    3INR       1A          1S          1B          14CU        X3            999.99
    3INR       1A          1S          1B          15ZN        X3            999.99
    3INR       1A          1S          1B          16PC        X3            999.99
    4LGN       1A          1S          3L          01NE        X3            999.99
    4LGN       1A          1S          3L          02YP        X3            999.99
    4LGN       1A          1S          3L          03S1        X3            999.99
    4LGN       1A          1S          3L          04S2        X3            999.99
    4LGN       1A          1S          3L          05GF        X3            999.99
    4LGN       1A          1S          3L          06OH        X3            999.99
    4LGN       1A          1S          3L          07EN        X3            999.99
    4LGN       1A          1S          3L          08KT        X3            999.99
    4LGN       1A          1S          3L          09AM        X3            999.99
    4LGN       1A          1S          3L          10C1        X3            999.99
    4LGN       1A          1S          3L          11C2        X3            999.99
    4LGN       1A          1S          3L          12WS        X3            999.99
    4LGN       1A          1S          3L          13MT        X3            999.99
    4LGN       1A          1S          3L          14CU        X3            999.99
    4LGN       1A          1S          3L          15ZN        X3            999.99
    4LGN       1A          1S          3L          16PC        X3            999.99
    5PRB       1A          1S          2S          01NE        X3            999.99
    5PRB       1A          1S          2S          02YP        X3            999.99
    5PRB       1A          1S          2S          03S1        X3            999.99
    5PRB       1A          1S          2S          04S2        X3            999.99
    5PRB       1A          1S          2S          05GF        X3            999.99
    5PRB       1A          1S          2S          06OH        X3            999.99
    5PRB       1A          1S          2S          07EN        X3            999.99
    5PRB       1A          1S          2S          08KT        X3            999.99
    5PRB       1A          1S          2S          09AM        X3            999.99
    5PRB       1A          1S          2S          10C1        X3            999.99
    5PRB       1A          1S          2S          11C2        X3            999.99
    5PRB       1A          1S          2S          12WS        X3            999.99
    5PRB       1A          1S          2S          13MT        X3            999.99
    5PRB       1A          1S          2S          14CU        X3            999.99
    5PRB       1A          1S          2S          15ZN        X3            999.99
    5PRB       1A          1S          2S          16PC        X3            999.99
    6WSR       1A          1S          1B          01NE        X3            999.99
    6WSR       1A          1S          1B          02YP        X3            999.99
    6WSR       1A          1S          1B          03S1        X3            999.99
    6WSR       1A          1S          1B          04S2        X3            999.99
    6WSR       1A          1S          1B          05GF        X3            999.99
    6WSR       1A          1S          1B          06OH        X3            999.99
    6WSR       1A          1S          1B          07EN        X3            999.99
    6WSR       1A          1S          1B          08KT        X3            999.99
    6WSR       1A          1S          1B          09AM        X3            999.99
    6WSR       1A          1S          1B          10C1        X3            999.99
    6WSR       1A          1S          1B          11C2        X3            999.99
    6WSR       1A          1S          1B          12WS        X3            999.99
    6WSR       1A          1S          1B          13MT        X3            999.99
    6WSR       1A          1S          1B          14CU        X3            999.99
    6WSR       1A          1S          1B          15ZN        X3            999.99
    6WSR       1A          1S          1B          16PC        X3            999.99
    6WSR       1A          1S          2S          01NE        X3            999.99
    6WSR       1A          1S          2S          02YP        X3            999.99
    6WSR       1A          1S          2S          03S1        X3            999.99
    6WSR       1A          1S          2S          04S2        X3            999.99
    6WSR       1A          1S          2S          05GF        X3            999.99
    6WSR       1A          1S          2S          06OH        X3            999.99
    6WSR       1A          1S          2S          07EN        X3            999.99
    6WSR       1A          1S          2S          08KT        X3            999.99
    6WSR       1A          1S          2S          09AM        X3            999.99
    6WSR       1A          1S          2S          10C1        X3            999.99
    6WSR       1A          1S          2S          11C2        X3            999.99
    6WSR       1A          1S          2S          12WS        X3            999.99
    6WSR       1A          1S          2S          13MT        X3            999.99
    6WSR       1A          1S          2S          14CU        X3            999.99
    6WSR       1A          1S          2S          15ZN        X3            999.99
    6WSR       1A          1S          2S          16PC        X3            999.99
    1APN       1A          2D          1B          01NE        X3            999.99
    1APN       1A          2D          1B          02YP        X3            999.99
    1APN       1A          2D          1B          03S1        X3            999.99
    1APN       1A          2D          1B          04S2        X3            999.99
    1APN       1A          2D          1B          05GF        X3            999.99
    1APN       1A          2D          1B          06OH        X3            999.99
    1APN       1A          2D          1B          07EN        X3            999.99
    1APN       1A          2D          1B          08KT        X3            999.99
    1APN       1A          2D          1B          09AM        X3            999.99
    1APN       1A          2D          1B          10C1        X3            999.99
    1APN       1A          2D          1B          11C2        X3            999.99
    1APN       1A          2D          1B          12WS        X3            999.99
    1APN       1A          2D          1B          13MT        X3            999.99
    1APN       1A          2D          1B          14CU        X3            999.99
    1APN       1A          2D          1B          15ZN        X3            999.99
    1APN       1A          2D          1B          16PC        X3            999.99
    2APR       1A          2D          1B          01NE        X3            999.99
    2APR       1A          2D          1B          02YP        X3            999.99
    2APR       1A          2D          1B          03S1        X3            999.99
    2APR       1A          2D          1B          04S2        X3            999.99
    2APR       1A          2D          1B          05GF        X3            999.99
    2APR       1A          2D          1B          06OH        X3            999.99
    2APR       1A          2D          1B          07EN        X3            999.99
    2APR       1A          2D          1B          08KT        X3            999.99
    2APR       1A          2D          1B          09AM        X3            999.99
    2APR       1A          2D          1B          10C1        X3            999.99
    2APR       1A          2D          1B          11C2        X3            999.99
    2APR       1A          2D          1B          12WS        X3            999.99
    2APR       1A          2D          1B          13MT        X3            999.99
    2APR       1A          2D          1B          14CU        X3            999.99
