COMPOSITE TABLE:
DReg      tc   ExpSec   USe      yr       ExportLowerBound      ExportUpperBound
07EN      1    X3       UI       2031     0.000                 0.000
07EN      2    X4       UI       2031     0.001                 50.000
07EN      2    X5       UI       2031     0.000                 0.000
07EN      2    X6       UI       2031     0.000                 0.000
09AM      1    X1       UG       2031     0.001                 600.000
09AM      1    X2       UG       2031     0.000                 0.000
09AM      1    X3       UG       2031     0.000                 0.000
09AM      2    X4       UG       2031     0.000                 0.000
09AM      2    X5       UG       2031     0.010                 100.000
09AM      2    X6       UG       2031     0.000                 100.000
10C1      1    X1       UI       2031     0.000                 0.000
10C1      1    X2       UI       2031     0.000                 0.000
10C1      1    X3       UI       2031     0.000                 0.000
10C1      2    X4       UI       2031     0.000                 0.000
10C1      2    X5       UI       2031     0.000                 25.000
10C1      2    X6       UI       2031     0.000                 0.000
12WS      1    X1       UG       2031     0.001                 100.000
12WS      1    X2       UG       2031     0.001                 300.000
12WS      1    X3       UG       2031     0.001                 50.000
12WS      2    X4       UG       2031     0.000                 100.000
12WS      2    X5       UG       2031     0.010                 700.000
12WS      2    X6       UG       2031     0.010                 125.000
16PC      1    X1       UW       2031     0.000                 0.000
16PC      1    X2       UW       2031     0.000                 0.000
16PC      1    X3       UW       2031     0.001                 25.000
16PC      2    X4       UW       2031     0.010                 150.000
16PC      2    X5       UW       2031     0.000                 0.000
16PC      2    X6       UW       2031     0.010                 1000.000
02YP      1    X1       UI       2032     0.000                 0.000
02YP      1    X2       UI       2032     0.000                 100.000
02YP      1    X3       UI       2032     0.000                 0.000
02YP      2    X4       UI       2032     0.000                 10.000
02YP      2    X5       UI       2032     0.000                 25.000
02YP      2    X6       UI       2032     0.000                 0.000
03S1      1    X1       UE       2032     100.000               1000.000
03S1      1    X2       UE       2032     0.000                 0.000
03S1      1    X3       UE       2032     0.000                 0.000
03S1      2    X4       UE       2032     150.000               1000.000
03S1      2    X5       UE       2032     0.000                 0.000
03S1      2    X6       UE       2032     0.000                 0.000
04S2      1    X1       UE       2032     0.000                 0.000
04S2      1    X2       UE       2032     250.000               1250.000
04S2      1    X3       UE       2032     0.000                 0.000
04S2      2    X4       UE       2032     0.000                 0.000
04S2      2    X5       UE       2032     100.000               750.000
04S2      2    X6       UE       2032     0.000                 0.000
06OH      1    X1       UI       2032     0.001                 40.000
06OH      1    X2       UI       2032     0.001                 60.000
06OH      1    X3       UI       2032     0.000                 0.000
06OH      2    X4       UI       2032     0.000                 0.000
06OH      2    X5       UI       2032     0.010                 50.000
06OH      2    X6       UI       2032     0.000                 0.000
07EN      1    X1       UI       2032     0.000                 6.000
07EN      1    X2       UI       2032     0.000                 0.000
07EN      1    X3       UI       2032     0.000                 0.000
07EN      2    X4       UI       2032     0.001                 50.000
07EN      2    X5       UI       2032     0.000                 0.000
07EN      2    X6       UI       2032     0.000                 0.000
09AM      1    X1       UG       2032     0.001                 600.000
09AM      1    X2       UG       2032     0.000                 0.000
09AM      1    X3       UG       2032     0.000                 0.000
09AM      2    X4       UG       2032     0.000                 0.000
09AM      2    X5       UG       2032     0.010                 100.000
09AM      2    X6       UG       2032     0.000                 100.000
10C1      1    X1       UI       2032     0.000                 0.000
10C1      1    X2       UI       2032     0.000                 0.000
10C1      1    X3       UI       2032     0.000                 0.000
10C1      2    X4       UI       2032     0.000                 0.000
10C1      2    X5       UI       2032     0.000                 25.000
10C1      2    X6       UI       2032     0.000                 0.000
12WS      1    X1       UG       2032     0.001                 100.000
12WS      1    X2       UG       2032     0.001                 300.000
12WS      1    X3       UG       2032     0.001                 50.000
12WS      2    X4       UG       2032     0.000                 100.000
12WS      2    X5       UG       2032     0.010                 700.000
12WS      2    X6       UG       2032     0.010                 125.000
16PC      1    X1       UW       2032     0.000                 0.000
16PC      1    X2       UW       2032     0.000                 0.000
16PC      1    X3       UW       2032     0.001                 25.000
16PC      2    X4       UW       2032     0.010                 150.000
16PC      2    X5       UW       2032     0.000                 0.000
16PC      2    X6       UW       2032     0.010                 1000.000
02YP      1    X1       UI       2033     0.000                 0.000
02YP      1    X2       UI       2033     0.000                 100.000
02YP      1    X3       UI       2033     0.000                 0.000
02YP      2    X4       UI       2033     0.000                 10.000
02YP      2    X5       UI       2033     0.000                 25.000
02YP      2    X6       UI       2033     0.000                 0.000
03S1      1    X1       UE       2033     100.000               1000.000
03S1      1    X2       UE       2033     0.000                 0.000
03S1      1    X3       UE       2033     0.000                 0.000
03S1      2    X4       UE       2033     150.000               1000.000
03S1      2    X5       UE       2033     0.000                 0.000
03S1      2    X6       UE       2033     0.000                 0.000
04S2      1    X1       UE       2033     0.000                 0.000
04S2      1    X2       UE       2033     250.000               1250.000
04S2      1    X3       UE       2033     0.000                 0.000
04S2      2    X4       UE       2033     0.000                 0.000
04S2      2    X5       UE       2033     100.000               750.000
04S2      2    X6       UE       2033     0.000                 0.000
06OH      1    X1       UI       2033     0.001                 40.000
06OH      1    X2       UI       2033     0.001                 60.000
06OH      1    X3       UI       2033     0.000                 0.000
06OH      2    X4       UI       2033     0.000                 0.000
06OH      2    X5       UI       2033     0.010                 50.000
06OH      2    X6       UI       2033     0.000                 0.000
07EN      1    X1       UI       2033     0.000                 6.000
07EN      1    X2       UI       2033     0.000                 0.000
07EN      1    X3       UI       2033     0.000                 0.000
07EN      2    X4       UI       2033     0.001                 50.000
07EN      2    X5       UI       2033     0.000                 0.000
07EN      2    X6       UI       2033     0.000                 0.000
09AM      1    X1       UG       2033     0.001                 600.000
09AM      1    X2       UG       2033     0.000                 0.000
09AM      1    X3       UG       2033     0.000                 0.000
09AM      2    X4       UG       2033     0.000                 0.000
09AM      2    X5       UG       2033     0.010                 100.000
09AM      2    X6       UG       2033     0.000                 100.000
10C1      1    X1       UI       2033     0.000                 0.000
10C1      1    X2       UI       2033     0.000                 0.000
10C1      1    X3       UI       2033     0.000                 0.000
10C1      2    X4       UI       2033     0.000                 0.000
10C1      2    X5       UI       2033     0.000                 25.000
10C1      2    X6       UI       2033     0.000                 0.000
12WS      1    X1       UG       2033     0.001                 100.000
12WS      1    X2       UG       2033     0.001                 300.000
12WS      1    X3       UG       2033     0.001                 50.000
12WS      2    X4       UG       2033     0.000                 100.000
12WS      2    X5       UG       2033     0.010                 700.000
12WS      2    X6       UG       2033     0.010                 125.000
16PC      1    X1       UW       2033     0.000                 0.000
16PC      1    X2       UW       2033     0.000                 0.000
16PC      1    X3       UW       2033     0.001                 25.000
16PC      2    X4       UW       2033     0.010                 150.000
16PC      2    X5       UW       2033     0.000                 0.000
16PC      2    X6       UW       2033     0.010                 1000.000
02YP      1    X1       UI       2034     0.000                 0.000
02YP      1    X2       UI       2034     0.000                 100.000
02YP      1    X3       UI       2034     0.000                 0.000
02YP      2    X4       UI       2034     0.000                 10.000
02YP      2    X5       UI       2034     0.000                 25.000
02YP      2    X6       UI       2034     0.000                 0.000
03S1      1    X1       UE       2034     100.000               1000.000
03S1      1    X2       UE       2034     0.000                 0.000
03S1      1    X3       UE       2034     0.000                 0.000
03S1      2    X4       UE       2034     150.000               1000.000
03S1      2    X5       UE       2034     0.000                 0.000
03S1      2    X6       UE       2034     0.000                 0.000
04S2      1    X1       UE       2034     0.000                 0.000
04S2      1    X2       UE       2034     250.000               1250.000
04S2      1    X3       UE       2034     0.000                 0.000
04S2      2    X4       UE       2034     0.000                 0.000
04S2      2    X5       UE       2034     100.000               750.000
04S2      2    X6       UE       2034     0.000                 0.000
06OH      1    X1       UI       2034     0.001                 40.000
06OH      1    X2       UI       2034     0.001                 60.000
06OH      1    X3       UI       2034     0.000                 0.000
06OH      2    X4       UI       2034     0.000                 0.000
06OH      2    X5       UI       2034     0.010                 50.000
06OH      2    X6       UI       2034     0.000                 0.000
07EN      1    X1       UI       2034     0.000                 6.000
07EN      1    X2       UI       2034     0.000                 0.000
07EN      1    X3       UI       2034     0.000                 0.000
07EN      2    X4       UI       2034     0.001                 50.000
07EN      2    X5       UI       2034     0.000                 0.000
07EN      2    X6       UI       2034     0.000                 0.000
09AM      1    X1       UG       2034     0.001                 600.000
09AM      1    X2       UG       2034     0.000                 0.000
09AM      1    X3       UG       2034     0.000                 0.000
09AM      2    X4       UG       2034     0.000                 0.000
09AM      2    X5       UG       2034     0.010                 100.000
09AM      2    X6       UG       2034     0.000                 100.000
10C1      1    X1       UI       2034     0.000                 0.000
10C1      1    X2       UI       2034     0.000                 0.000
10C1      1    X3       UI       2034     0.000                 0.000
10C1      2    X4       UI       2034     0.000                 0.000
10C1      2    X5       UI       2034     0.000                 25.000
10C1      2    X6       UI       2034     0.000                 0.000
12WS      1    X1       UG       2034     0.001                 100.000
12WS      1    X2       UG       2034     0.001                 300.000
12WS      1    X3       UG       2034     0.001                 50.000
12WS      2    X4       UG       2034     0.000                 100.000
12WS      2    X5       UG       2034     0.010                 700.000
12WS      2    X6       UG       2034     0.010                 125.000
16PC      1    X1       UW       2034     0.000                 0.000
16PC      1    X2       UW       2034     0.000                 0.000
16PC      1    X3       UW       2034     0.001                 25.000
16PC      2    X4       UW       2034     0.010                 150.000
16PC      2    X5       UW       2034     0.000                 0.000
16PC      2    X6       UW       2034     0.010                 1000.000
02YP      1    X1       UI       2035     0.000                 0.000
02YP      1    X2       UI       2035     0.000                 100.000
02YP      1    X3       UI       2035     0.000                 0.000
02YP      2    X4       UI       2035     0.000                 10.000
02YP      2    X5       UI       2035     0.000                 25.000
02YP      2    X6       UI       2035     0.000                 0.000
03S1      1    X1       UE       2035     100.000               1000.000
03S1      1    X2       UE       2035     0.000                 0.000
03S1      1    X3       UE       2035     0.000                 0.000
03S1      2    X4       UE       2035     150.000               1000.000
03S1      2    X5       UE       2035     0.000                 0.000
03S1      2    X6       UE       2035     0.000                 0.000
04S2      1    X1       UE       2035     0.000                 0.000
04S2      1    X2       UE       2035     250.000               1250.000
04S2      1    X3       UE       2035     0.000                 0.000
04S2      2    X4       UE       2035     0.000                 0.000
04S2      2    X5       UE       2035     100.000               750.000
04S2      2    X6       UE       2035     0.000                 0.000
06OH      1    X1       UI       2035     0.001                 40.000
06OH      1    X2       UI       2035     0.001                 60.000
06OH      1    X3       UI       2035     0.000                 0.000
06OH      2    X4       UI       2035     0.000                 0.000
06OH      2    X5       UI       2035     0.010                 50.000
06OH      2    X6       UI       2035     0.000                 0.000
07EN      1    X1       UI       2035     0.000                 6.000
07EN      1    X2       UI       2035     0.000                 0.000
07EN      1    X3       UI       2035     0.000                 0.000
07EN      2    X4       UI       2035     0.001                 50.000
07EN      2    X5       UI       2035     0.000                 0.000
07EN      2    X6       UI       2035     0.000                 0.000
09AM      1    X1       UG       2035     0.001                 600.000
09AM      1    X2       UG       2035     0.000                 0.000
09AM      1    X3       UG       2035     0.000                 0.000
09AM      2    X4       UG       2035     0.000                 0.000
09AM      2    X5       UG       2035     0.010                 100.000
09AM      2    X6       UG       2035     0.000                 100.000
10C1      1    X1       UI       2035     0.000                 0.000
10C1      1    X2       UI       2035     0.000                 0.000
10C1      1    X3       UI       2035     0.000                 0.000
10C1      2    X4       UI       2035     0.000                 0.000
10C1      2    X5       UI       2035     0.000                 25.000
10C1      2    X6       UI       2035     0.000                 0.000
12WS      1    X1       UG       2035     0.001                 100.000
12WS      1    X2       UG       2035     0.001                 300.000
12WS      1    X3       UG       2035     0.001                 50.000
12WS      2    X4       UG       2035     0.000                 100.000
12WS      2    X5       UG       2035     0.010                 700.000
12WS      2    X6       UG       2035     0.010                 125.000
16PC      1    X1       UW       2035     0.000                 0.000
16PC      1    X2       UW       2035     0.000                 0.000
16PC      1    X3       UW       2035     0.001                 25.000
16PC      2    X4       UW       2035     0.010                 150.000
16PC      2    X5       UW       2035     0.000                 0.000
16PC      2    X6       UW       2035     0.010                 1000.000
02YP      1    X1       UI       2036     0.000                 0.000
02YP      1    X2       UI       2036     0.000                 100.000
02YP      1    X3       UI       2036     0.000                 0.000
02YP      2    X4       UI       2036     0.000                 10.000
02YP      2    X5       UI       2036     0.000                 25.000
02YP      2    X6       UI       2036     0.000                 0.000
03S1      1    X1       UE       2036     100.000               1000.000
03S1      1    X2       UE       2036     0.000                 0.000
03S1      1    X3       UE       2036     0.000                 0.000
03S1      2    X4       UE       2036     150.000               1000.000
03S1      2    X5       UE       2036     0.000                 0.000
03S1      2    X6       UE       2036     0.000                 0.000
04S2      1    X1       UE       2036     0.000                 0.000
04S2      1    X2       UE       2036     250.000               1250.000
04S2      1    X3       UE       2036     0.000                 0.000
04S2      2    X4       UE       2036     0.000                 0.000
04S2      2    X5       UE       2036     100.000               750.000
04S2      2    X6       UE       2036     0.000                 0.000
06OH      1    X1       UI       2036     0.001                 40.000
06OH      1    X2       UI       2036     0.001                 60.000
06OH      1    X3       UI       2036     0.000                 0.000
06OH      2    X4       UI       2036     0.000                 0.000
06OH      2    X5       UI       2036     0.010                 50.000
06OH      2    X6       UI       2036     0.000                 0.000
07EN      1    X1       UI       2036     0.000                 6.000
07EN      1    X2       UI       2036     0.000                 0.000
07EN      1    X3       UI       2036     0.000                 0.000
07EN      2    X4       UI       2036     0.001                 50.000
07EN      2    X5       UI       2036     0.000                 0.000
07EN      2    X6       UI       2036     0.000                 0.000
09AM      1    X1       UG       2036     0.001                 600.000
09AM      1    X2       UG       2036     0.000                 0.000
09AM      1    X3       UG       2036     0.000                 0.000
09AM      2    X4       UG       2036     0.000                 0.000
09AM      2    X5       UG       2036     0.010                 100.000
09AM      2    X6       UG       2036     0.000                 100.000
10C1      1    X1       UI       2036     0.000                 0.000
10C1      1    X2       UI       2036     0.000                 0.000
10C1      1    X3       UI       2036     0.000                 0.000
10C1      2    X4       UI       2036     0.000                 0.000
10C1      2    X5       UI       2036     0.000                 25.000
10C1      2    X6       UI       2036     0.000                 0.000
12WS      1    X1       UG       2036     0.001                 100.000
12WS      1    X2       UG       2036     0.001                 300.000
12WS      1    X3       UG       2036     0.001                 50.000
12WS      2    X4       UG       2036     0.000                 100.000
12WS      2    X5       UG       2036     0.010                 700.000
12WS      2    X6       UG       2036     0.010                 125.000
16PC      1    X1       UW       2036     0.000                 0.000
16PC      1    X2       UW       2036     0.000                 0.000
16PC      1    X3       UW       2036     0.001                 25.000
16PC      2    X4       UW       2036     0.010                 150.000
16PC      2    X5       UW       2036     0.000                 0.000
16PC      2    X6       UW       2036     0.010                 1000.000
02YP      1    X1       UI       2037     0.000                 0.000
02YP      1    X2       UI       2037     0.000                 100.000
02YP      1    X3       UI       2037     0.000                 0.000
02YP      2    X4       UI       2037     0.000                 10.000
02YP      2    X5       UI       2037     0.000                 25.000
02YP      2    X6       UI       2037     0.000                 0.000
03S1      1    X1       UE       2037     100.000               1000.000
03S1      1    X2       UE       2037     0.000                 0.000
03S1      1    X3       UE       2037     0.000                 0.000
03S1      2    X4       UE       2037     150.000               1000.000
03S1      2    X5       UE       2037     0.000                 0.000
03S1      2    X6       UE       2037     0.000                 0.000
04S2      1    X1       UE       2037     0.000                 0.000
04S2      1    X2       UE       2037     250.000               1250.000
04S2      1    X3       UE       2037     0.000                 0.000
04S2      2    X4       UE       2037     0.000                 0.000
04S2      2    X5       UE       2037     100.000               750.000
04S2      2    X6       UE       2037     0.000                 0.000
06OH      1    X1       UI       2037     0.001                 40.000
06OH      1    X2       UI       2037     0.001                 60.000
06OH      1    X3       UI       2037     0.000                 0.000
06OH      2    X4       UI       2037     0.000                 0.000
06OH      2    X5       UI       2037     0.010                 50.000
06OH      2    X6       UI       2037     0.000                 0.000
07EN      1    X1       UI       2037     0.000                 6.000
07EN      1    X2       UI       2037     0.000                 0.000
07EN      1    X3       UI       2037     0.000                 0.000
07EN      2    X4       UI       2037     0.001                 50.000
07EN      2    X5       UI       2037     0.000                 0.000
07EN      2    X6       UI       2037     0.000                 0.000
09AM      1    X1       UG       2037     0.001                 600.000
09AM      1    X2       UG       2037     0.000                 0.000
09AM      1    X3       UG       2037     0.000                 0.000
09AM      2    X4       UG       2037     0.000                 0.000
09AM      2    X5       UG       2037     0.010                 100.000
09AM      2    X6       UG       2037     0.000                 100.000
10C1      1    X1       UI       2037     0.000                 0.000
10C1      1    X2       UI       2037     0.000                 0.000
10C1      1    X3       UI       2037     0.000                 0.000
10C1      2    X4       UI       2037     0.000                 0.000
10C1      2    X5       UI       2037     0.000                 25.000
10C1      2    X6       UI       2037     0.000                 0.000
12WS      1    X1       UG       2037     0.001                 100.000
12WS      1    X2       UG       2037     0.001                 300.000
12WS      1    X3       UG       2037     0.001                 50.000
12WS      2    X4       UG       2037     0.000                 100.000
12WS      2    X5       UG       2037     0.010                 700.000
12WS      2    X6       UG       2037     0.010                 125.000
16PC      1    X1       UW       2037     0.000                 0.000
16PC      1    X2       UW       2037     0.000                 0.000
16PC      1    X3       UW       2037     0.001                 25.000
16PC      2    X4       UW       2037     0.010                 150.000
16PC      2    X5       UW       2037     0.000                 0.000
16PC      2    X6       UW       2037     0.010                 1000.000
02YP      1    X1       UI       2038     0.000                 0.000
02YP      1    X2       UI       2038     0.000                 100.000
02YP      1    X3       UI       2038     0.000                 0.000
02YP      2    X4       UI       2038     0.000                 10.000
02YP      2    X5       UI       2038     0.000                 25.000
02YP      2    X6       UI       2038     0.000                 0.000
03S1      1    X1       UE       2038     100.000               1000.000
03S1      1    X2       UE       2038     0.000                 0.000
03S1      1    X3       UE       2038     0.000                 0.000
03S1      2    X4       UE       2038     150.000               1000.000
03S1      2    X5       UE       2038     0.000                 0.000
03S1      2    X6       UE       2038     0.000                 0.000
04S2      1    X1       UE       2038     0.000                 0.000
04S2      1    X2       UE       2038     250.000               1250.000
04S2      1    X3       UE       2038     0.000                 0.000
04S2      2    X4       UE       2038     0.000                 0.000
04S2      2    X5       UE       2038     100.000               750.000
04S2      2    X6       UE       2038     0.000                 0.000
06OH      1    X1       UI       2038     0.001                 40.000
06OH      1    X2       UI       2038     0.001                 60.000
06OH      1    X3       UI       2038     0.000                 0.000
06OH      2    X4       UI       2038     0.000                 0.000
06OH      2    X5       UI       2038     0.010                 50.000
06OH      2    X6       UI       2038     0.000                 0.000
07EN      1    X1       UI       2038     0.000                 6.000
07EN      1    X2       UI       2038     0.000                 0.000
07EN      1    X3       UI       2038     0.000                 0.000
07EN      2    X4       UI       2038     0.001                 50.000
07EN      2    X5       UI       2038     0.000                 0.000
07EN      2    X6       UI       2038     0.000                 0.000
09AM      1    X1       UG       2038     0.001                 600.000
09AM      1    X2       UG       2038     0.000                 0.000
09AM      1    X3       UG       2038     0.000                 0.000
09AM      2    X4       UG       2038     0.000                 0.000
09AM      2    X5       UG       2038     0.010                 100.000
09AM      2    X6       UG       2038     0.000                 100.000
10C1      1    X1       UI       2038     0.000                 0.000
10C1      1    X2       UI       2038     0.000                 0.000
10C1      1    X3       UI       2038     0.000                 0.000
10C1      2    X4       UI       2038     0.000                 0.000
10C1      2    X5       UI       2038     0.000                 25.000
10C1      2    X6       UI       2038     0.000                 0.000
12WS      1    X1       UG       2038     0.001                 100.000
12WS      1    X2       UG       2038     0.001                 300.000
12WS      1    X3       UG       2038     0.001                 50.000
12WS      2    X4       UG       2038     0.000                 100.000
12WS      2    X5       UG       2038     0.010                 700.000
12WS      2    X6       UG       2038     0.010                 125.000
16PC      1    X1       UW       2038     0.000                 0.000
16PC      1    X2       UW       2038     0.000                 0.000
16PC      1    X3       UW       2038     0.001                 25.000
16PC      2    X4       UW       2038     0.010                 150.000
16PC      2    X5       UW       2038     0.000                 0.000
16PC      2    X6       UW       2038     0.010                 1000.000
02YP      1    X1       UI       2039     0.000                 0.000
02YP      1    X2       UI       2039     0.000                 100.000
02YP      1    X3       UI       2039     0.000                 0.000
02YP      2    X4       UI       2039     0.000                 10.000
02YP      2    X5       UI       2039     0.000                 25.000
02YP      2    X6       UI       2039     0.000                 0.000
03S1      1    X1       UE       2039     100.000               1000.000
03S1      1    X2       UE       2039     0.000                 0.000
03S1      1    X3       UE       2039     0.000                 0.000
03S1      2    X4       UE       2039     150.000               1000.000
03S1      2    X5       UE       2039     0.000                 0.000
03S1      2    X6       UE       2039     0.000                 0.000
04S2      1    X1       UE       2039     0.000                 0.000
04S2      1    X2       UE       2039     250.000               1250.000
04S2      1    X3       UE       2039     0.000                 0.000
04S2      2    X4       UE       2039     0.000                 0.000
04S2      2    X5       UE       2039     100.000               750.000
04S2      2    X6       UE       2039     0.000                 0.000
06OH      1    X1       UI       2039     0.001                 40.000
06OH      1    X2       UI       2039     0.001                 60.000
06OH      1    X3       UI       2039     0.000                 0.000
06OH      2    X4       UI       2039     0.000                 0.000
06OH      2    X5       UI       2039     0.010                 50.000
06OH      2    X6       UI       2039     0.000                 0.000
07EN      1    X1       UI       2039     0.000                 6.000
07EN      1    X2       UI       2039     0.000                 0.000
07EN      1    X3       UI       2039     0.000                 0.000
07EN      2    X4       UI       2039     0.001                 50.000
07EN      2    X5       UI       2039     0.000                 0.000
07EN      2    X6       UI       2039     0.000                 0.000
09AM      1    X1       UG       2039     0.001                 600.000
09AM      1    X2       UG       2039     0.000                 0.000
09AM      1    X3       UG       2039     0.000                 0.000
09AM      2    X4       UG       2039     0.000                 0.000
09AM      2    X5       UG       2039     0.010                 100.000
09AM      2    X6       UG       2039     0.000                 100.000
10C1      1    X1       UI       2039     0.000                 0.000
10C1      1    X2       UI       2039     0.000                 0.000
10C1      1    X3       UI       2039     0.000                 0.000
10C1      2    X4       UI       2039     0.000                 0.000
10C1      2    X5       UI       2039     0.000                 25.000
10C1      2    X6       UI       2039     0.000                 0.000
12WS      1    X1       UG       2039     0.001                 100.000
12WS      1    X2       UG       2039     0.001                 300.000
12WS      1    X3       UG       2039     0.001                 50.000
12WS      2    X4       UG       2039     0.000                 100.000
12WS      2    X5       UG       2039     0.010                 700.000
12WS      2    X6       UG       2039     0.010                 125.000
16PC      1    X1       UW       2039     0.000                 0.000
16PC      1    X2       UW       2039     0.000                 0.000
16PC      1    X3       UW       2039     0.001                 25.000
16PC      2    X4       UW       2039     0.010                 150.000
16PC      2    X5       UW       2039     0.000                 0.000
16PC      2    X6       UW       2039     0.010                 1000.000
02YP      1    X1       UI       2040     0.000                 0.000
02YP      1    X2       UI       2040     0.000                 100.000
02YP      1    X3       UI       2040     0.000                 0.000
02YP      2    X4       UI       2040     0.000                 10.000
02YP      2    X5       UI       2040     0.000                 25.000
02YP      2    X6       UI       2040     0.000                 0.000
03S1      1    X1       UE       2040     100.000               1000.000
03S1      1    X2       UE       2040     0.000                 0.000
03S1      1    X3       UE       2040     0.000                 0.000
03S1      2    X4       UE       2040     150.000               1000.000
03S1      2    X5       UE       2040     0.000                 0.000
03S1      2    X6       UE       2040     0.000                 0.000
04S2      1    X1       UE       2040     0.000                 0.000
04S2      1    X2       UE       2040     250.000               1250.000
04S2      1    X3       UE       2040     0.000                 0.000
04S2      2    X4       UE       2040     0.000                 0.000
04S2      2    X5       UE       2040     100.000               750.000
04S2      2    X6       UE       2040     0.000                 0.000
06OH      1    X1       UI       2040     0.001                 40.000
06OH      1    X2       UI       2040     0.001                 60.000
06OH      1    X3       UI       2040     0.000                 0.000
06OH      2    X4       UI       2040     0.000                 0.000
06OH      2    X5       UI       2040     0.010                 50.000
06OH      2    X6       UI       2040     0.000                 0.000
07EN      1    X1       UI       2040     0.000                 6.000
07EN      1    X2       UI       2040     0.000                 0.000
07EN      1    X3       UI       2040     0.000                 0.000
07EN      2    X4       UI       2040     0.001                 50.000
07EN      2    X5       UI       2040     0.000                 0.000
07EN      2    X6       UI       2040     0.000                 0.000
09AM      1    X1       UG       2040     0.001                 600.000
09AM      1    X2       UG       2040     0.000                 0.000
09AM      1    X3       UG       2040     0.000                 0.000
09AM      2    X4       UG       2040     0.000                 0.000
09AM      2    X5       UG       2040     0.010                 100.000
09AM      2    X6       UG       2040     0.000                 100.000
10C1      1    X1       UI       2040     0.000                 0.000
10C1      1    X2       UI       2040     0.000                 0.000
10C1      1    X3       UI       2040     0.000                 0.000
10C1      2    X4       UI       2040     0.000                 0.000
10C1      2    X5       UI       2040     0.000                 25.000
10C1      2    X6       UI       2040     0.000                 0.000
12WS      1    X1       UG       2040     0.001                 100.000
12WS      1    X2       UG       2040     0.001                 300.000
12WS      1    X3       UG       2040     0.001                 50.000
12WS      2    X4       UG       2040     0.000                 100.000
12WS      2    X5       UG       2040     0.010                 700.000
12WS      2    X6       UG       2040     0.010                 125.000
16PC      1    X1       UW       2040     0.000                 0.000
16PC      1    X2       UW       2040     0.000                 0.000
16PC      1    X3       UW       2040     0.001                 25.000
16PC      2    X4       UW       2040     0.010                 150.000
16PC      2    X5       UW       2040     0.000                 0.000
16PC      2    X6       UW       2040     0.010                 1000.000
02YP      1    X1       UI       2041     0.000                 0.000
02YP      1    X2       UI       2041     0.000                 100.000
02YP      1    X3       UI       2041     0.000                 0.000
02YP      2    X4       UI       2041     0.000                 10.000
02YP      2    X5       UI       2041     0.000                 25.000
02YP      2    X6       UI       2041     0.000                 0.000
03S1      1    X1       UE       2041     100.000               1000.000
03S1      1    X2       UE       2041     0.000                 0.000
03S1      1    X3       UE       2041     0.000                 0.000
03S1      2    X4       UE       2041     150.000               1000.000
03S1      2    X5       UE       2041     0.000                 0.000
03S1      2    X6       UE       2041     0.000                 0.000
04S2      1    X1       UE       2041     0.000                 0.000
04S2      1    X2       UE       2041     250.000               1250.000
04S2      1    X3       UE       2041     0.000                 0.000
04S2      2    X4       UE       2041     0.000                 0.000
04S2      2    X5       UE       2041     100.000               750.000
04S2      2    X6       UE       2041     0.000                 0.000
06OH      1    X1       UI       2041     0.001                 40.000
06OH      1    X2       UI       2041     0.001                 60.000
06OH      1    X3       UI       2041     0.000                 0.000
06OH      2    X4       UI       2041     0.000                 0.000
06OH      2    X5       UI       2041     0.010                 50.000
06OH      2    X6       UI       2041     0.000                 0.000
07EN      1    X1       UI       2041     0.000                 6.000
07EN      1    X2       UI       2041     0.000                 0.000
07EN      1    X3       UI       2041     0.000                 0.000
07EN      2    X4       UI       2041     0.001                 50.000
07EN      2    X5       UI       2041     0.000                 0.000
07EN      2    X6       UI       2041     0.000                 0.000
09AM      1    X1       UG       2041     0.001                 600.000
09AM      1    X2       UG       2041     0.000                 0.000
09AM      1    X3       UG       2041     0.000                 0.000
09AM      2    X4       UG       2041     0.000                 0.000
09AM      2    X5       UG       2041     0.010                 100.000
09AM      2    X6       UG       2041     0.000                 100.000
10C1      1    X1       UI       2041     0.000                 0.000
10C1      1    X2       UI       2041     0.000                 0.000
10C1      1    X3       UI       2041     0.000                 0.000
10C1      2    X4       UI       2041     0.000                 0.000
10C1      2    X5       UI       2041     0.000                 25.000
10C1      2    X6       UI       2041     0.000                 0.000
12WS      1    X1       UG       2041     0.001                 100.000
12WS      1    X2       UG       2041     0.001                 300.000
12WS      1    X3       UG       2041     0.001                 50.000
12WS      2    X4       UG       2041     0.000                 100.000
12WS      2    X5       UG       2041     0.010                 700.000
12WS      2    X6       UG       2041     0.010                 125.000
16PC      1    X1       UW       2041     0.000                 0.000
16PC      1    X2       UW       2041     0.000                 0.000
16PC      1    X3       UW       2041     0.001                 25.000
16PC      2    X4       UW       2041     0.010                 150.000
16PC      2    X5       UW       2041     0.000                 0.000
16PC      2    X6       UW       2041     0.010                 1000.000
02YP      1    X1       UI       2042     0.000                 0.000
02YP      1    X2       UI       2042     0.000                 100.000
02YP      1    X3       UI       2042     0.000                 0.000
02YP      2    X4       UI       2042     0.000                 10.000
02YP      2    X5       UI       2042     0.000                 25.000
02YP      2    X6       UI       2042     0.000                 0.000
03S1      1    X1       UE       2042     100.000               1000.000
03S1      1    X2       UE       2042     0.000                 0.000
03S1      1    X3       UE       2042     0.000                 0.000
03S1      2    X4       UE       2042     150.000               1000.000
03S1      2    X5       UE       2042     0.000                 0.000
03S1      2    X6       UE       2042     0.000                 0.000
04S2      1    X1       UE       2042     0.000                 0.000
